Year,Institute_ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2022,IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.49,117.0,60.14,9.48,55.98,61.92,2.12
2022,IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,38.31,118.0,58.83,14.45,51.81,43.29,16.43
2022,IR-E-C-33641,"Veermata Jijabai Technological Institute (VJTI, Mumbai)",Mumbai,Maharashtra,38.29,119.0,50.22,13.68,63.97,54.46,8.8
2022,IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,38.26,120.0,62.73,9.86,52.88,49.82,9.24
2022,IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,38.18,121.0,56.94,6.53,64.91,56.49,5.12
2022,IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,38.14,122.0,54.89,12.92,61.72,46.61,7.91
2022,IR-E-U-0056,Tezpur University,Tezpur,Assam,38.12,123.0,50.32,30.7,44.63,40.88,7.91
2022,IR-E-C-50605,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,38.04,124.0,61.19,6.18,54.07,49.89,20.29
2022,IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,38.01,125.0,53.06,18.6,57.81,45.37,4.14
2022,IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,38.01,125.0,49.12,27.77,45.77,52.78,5.12
2022,IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,37.96,127.0,58.14,8.73,57.14,63.08,1.6
2022,IR-E-U-0189,"National Institute of Technology, Hamirpur",Hamirpur,Himachal Pradesh,37.91,128.0,47.42,23.84,57.26,45.22,5.6
2022,IR-E-U-0015,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,37.79,129.0,57.01,19.32,47.56,50.19,3.65
2022,IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,37.79,129.0,51.13,18.85,51.25,50.23,15.32
2022,IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.75,131.0,57.32,3.15,61.88,67.14,5.12
2022,IR-E-U-0616,National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,37.75,131.0,61.05,18.92,44.2,45.53,3.65
2022,IR-E-U-0388,"Amity University, Jaipur",Jaipur,Rajasthan,37.65,133.0,51.65,16.15,58.35,54.38,2.12
2022,IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,37.64,134.0,48.6,10.64,71.81,48.99,6.07
2022,IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,37.58,135.0,56.79,12.46,55.01,56.41,1.6
2022,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,37.49,136.0,52.4,10.61,52.52,71.66,9.24
2022,IR-E-C-1345,"P E S College of Engineering, Mandya",Mandya,Karnataka,37.4,137.0,60.32,1.47,65.45,57.73,0.0
2022,IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,37.39,138.0,44.77,25.87,57.18,44.52,3.14
2022,IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,37.37,139.0,64.49,6.87,43.96,71.25,0.54
2022,IR-E-C-19747,Anurag University,Hyderabad,Telangana,37.33,140.0,61.17,4.04,53.57,60.93,9.68
2022,IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,37.3,141.0,57.86,14.83,49.24,52.3,4.14
2022,IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra,37.28,142.0,58.11,7.27,59.81,50.6,6.54
2022,IR-E-U-0175,"J. C. Bose University of Science and Technology, YMCA",Faridabad,Haryana,37.27,143.0,57.53,10.44,57.83,50.54,2.64
2022,IR-E-U-0373,Chitkara University,Rajpura,Punjab,37.24,144.0,48.74,16.2,50.82,58.14,17.88
2022,IR-E-I-1093,Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh,37.2,145.0,56.66,3.19,58.51,52.16,23.2
2022,IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,37.02,146.0,56.99,9.32,57.59,50.9,5.12
2022,IR-E-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,36.89,147.0,52.91,16.04,49.0,55.26,8.8
2022,IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,36.79,148.0,54.04,12.6,57.1,50.18,3.65
2022,IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,36.78,149.0,54.72,14.21,53.7,47.61,6.07
2022,IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,36.77,150.0,46.38,15.51,59.49,54.2,8.8
2022,IR-E-C-43264,"National Institute of Advanced Manufacturing Technology, Ranchi",Ranchi,Jharkhand,36.77,150.0,67.53,4.93,49.21,49.31,2.64
2022,IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,36.71,152.0,50.08,26.27,42.12,48.27,5.6
2022,IR-E-U-0604,"Amity University, Gwalior",Gwalior,Madhya Pradesh,36.49,153.0,60.11,6.8,58.15,46.78,1.08
2022,IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,Tamil Nadu,36.46,154.0,57.45,7.99,56.48,52.18,3.14
2022,IR-E-U-1119,Mahindra University,Hyderabad,Telangana,36.46,154.0,57.63,4.89,63.89,49.22,0.0
2022,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,36.44,156.0,45.55,30.02,35.89,64.76,1.08
2022,IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,36.41,157.0,58.22,13.81,45.94,51.02,5.12
2022,IR-E-C-1412,JSS Science and Technology University   ,Mysuru,Karnataka,36.36,158.0,54.77,6.55,58.03,51.84,11.78
2022,IR-E-U-0491,Vels Institute of Science Technology & Advanced Studies (VISTAS) -Chennai,Chennai,Tamil Nadu,36.35,159.0,51.96,23.56,47.23,41.85,0.54
2022,IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.22,160.0,47.78,10.04,58.06,49.82,22.89
2022,IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,36.19,161.0,58.97,3.51,55.86,62.33,0.54
2022,IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,36.15,162.0,51.89,9.32,54.59,48.0,20.62
2022,IR-E-C-18817,"G. H. Raisoni College of Engineering, Nagpur",Nagpur,Maharashtra,36.12,163.0,57.48,10.43,48.65,54.56,5.6
2022,IR-E-U-0541,Sharda University,Greater Noida,Uttar Pradesh,36.1,164.0,57.75,17.36,37.43,55.58,5.12
2022,IR-E-C-26929,Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh,36.08,165.0,53.62,9.36,50.86,50.83,19.27
2022,IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.84,166.0,57.49,3.07,56.9,51.94,10.95
2022,IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,35.62,167.0,46.53,13.1,63.92,46.41,3.14
2022,IR-E-I-1356,Rabindranath Tagore University,Raisen,Madhya Pradesh,35.62,167.0,61.9,2.01,51.24,61.99,0.0
2022,IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,35.58,169.0,55.52,12.09,51.33,47.7,2.64
2022,IR-E-C-19607,CVR College of Engineering,Ibrahimpatan,Telangana,35.51,170.0,61.18,4.72,50.85,53.99,1.6
2022,IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,35.49,171.0,55.97,15.27,40.9,54.84,4.63
2022,IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,35.38,172.0,51.14,2.36,64.88,57.86,5.6
2022,IR-E-U-0614,National Institute of Technology Sikkim,South Sikkim,Sikkim,35.33,173.0,64.25,10.26,40.27,47.61,1.6
2022,IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,35.29,174.0,57.0,8.0,52.71,48.44,4.14
2022,IR-E-C-1400,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,35.27,175.0,55.31,11.41,50.35,48.78,3.14
2022,IR-E-C-16576,Chennai Institute of Technology,Chennai,Tamil Nadu,35.27,175.0,55.23,9.2,47.13,56.71,8.36
2022,IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,35.23,177.0,39.4,11.03,67.25,50.13,16.43
2022,IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,35.2,178.0,57.44,18.52,30.12,60.83,3.14
2022,IR-E-U-0774,DIT University,Dehradun,Uttarakhand,35.14,179.0,50.99,9.6,54.93,56.61,3.14
2022,IR-E-C-1406,C M R Institute of Technology,Bengaluru,Karnataka,35.11,180.0,57.33,8.29,49.8,52.0,2.64
2022,IR-E-C-16560,Easwari Engineering College,Chennai,Tamil Nadu,35.07,181.0,52.8,7.21,57.95,51.24,3.65
2022,IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,34.99,182.0,58.81,7.04,54.21,43.96,0.0
2022,IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,34.97,183.0,56.55,7.7,50.82,53.8,1.6
2022,IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Chennai,Tamil Nadu,34.93,184.0,36.37,13.15,62.59,51.36,24.12
2022,IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,34.88,185.0,52.41,8.76,57.06,50.73,0.54
2022,IR-E-U-0513,G. L. A. University,Mathura,Uttar Pradesh,34.74,186.0,55.51,19.67,37.6,45.63,1.08
2022,IR-E-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh,34.73,187.0,53.34,9.39,55.11,46.29,2.64
2022,IR-E-C-17958,GMR Institute of Technology,Rajam,Andhra Pradesh,34.71,188.0,57.15,15.27,42.91,41.85,2.12
2022,IR-E-U-0217,Christ University,Bengaluru,Karnataka,34.64,189.0,45.89,19.21,41.38,52.22,16.07
2022,IR-E-U-0765,Institute of Infrastructure Technology Research and Management (IITRAM),Ahmedabad,Gujarat,34.41,190.0,54.88,20.07,40.44,37.21,1.08
2022,IR-E-U-0168,Maharishi Markandeshwar,Ambala,Haryana,34.37,191.0,59.42,14.51,34.92,49.5,2.64
2022,IR-E-N-13,Galgotias College of Engineering & Technology,Greater Noida,Uttar Pradesh,34.29,192.0,54.75,6.98,51.54,48.41,6.07
2022,IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,34.1,193.0,53.48,1.5,59.7,51.98,4.63
2022,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,33.96,194.0,41.6,22.6,44.71,42.73,14.94
2022,IR-E-C-46239,G. L. Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh,33.95,195.0,54.49,10.21,47.98,47.79,1.6
2022,IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,33.9,196.0,51.27,10.37,50.84,48.3,4.14
2022,IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,33.88,197.0,53.37,6.11,58.32,42.72,1.08
2022,IR-E-C-16504,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,33.77,198.0,51.15,1.54,59.07,58.37,3.14
2022,IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,33.76,199.0,46.4,4.77,56.46,54.39,16.8
2022,IR-E-C-19582,Vidya Jyothi Institute of Technology,Hyderabad,Telangana,33.7,200.0,57.93,2.81,46.59,55.46,6.07
2023,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.79,1.0,95.19,96.41,79.89,63.26,100.0
2023,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,87.09,2.0,84.89,94.74,85.0,67.92,94.07
2023,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,80.74,3.0,79.12,87.94,81.93,56.89,85.36
2023,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,80.65,4.0,84.35,80.16,88.99,58.82,76.15
2023,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,75.64,5.0,74.55,78.36,88.91,60.42,59.37
2023,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,73.76,6.0,67.27,78.3,84.68,56.04,75.51
2023,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,70.32,7.0,67.7,74.99,85.01,54.95,50.09
2023,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,70.28,8.0,83.86,61.12,75.92,55.95,60.04
2023,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,69.71,9.0,73.73,61.45,78.82,65.86,67.98
2023,IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,67.04,10.0,76.89,65.9,76.68,52.81,35.84
2023,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,66.59,11.0,62.35,75.41,70.39,61.63,50.21
2023,IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal ",Surathkal,Karnataka,65.26,12.0,72.8,56.09,77.23,62.95,48.38
2023,IR-E-U-0439,Anna University,Chennai,Tamil Nadu,65.06,13.0,63.92,74.48,59.95,50.02,65.5
2023,IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,63.93,14.0,75.9,60.88,72.39,59.53,24.73
2023,IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,63.74,15.0,61.12,60.02,82.22,56.16,53.31
2023,IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,62.79,16.0,73.96,61.71,71.54,59.05,18.85
2023,IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,62.37,17.0,66.37,63.59,72.92,57.25,30.85
2023,IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,61.66,18.0,82.8,42.85,68.86,66.14,35.84
2023,IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,61.54,19.0,76.43,54.55,61.85,65.05,33.77
2023,IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,61.24,20.0,70.96,61.47,70.6,63.07,10.79
2023,IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,61.13,21.0,72.58,50.86,74.41,57.19,34.99
2023,IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,60.51,22.0,77.27,44.53,71.06,64.93,32.7
2023,IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,60.28,23.0,74.03,40.82,78.62,67.96,33.06
2023,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,59.7,24.0,72.94,56.31,69.0,53.66,17.57
2023,IR-E-U-0391,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,59.52,25.0,64.17,52.87,78.39,54.37,32.88
2023,IR-E-U-0108,"Jamia Millia Islamia,New Delhi",New Delhi,Delhi,59.3,26.0,61.9,59.59,73.2,63.85,18.34
2023,IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,58.92,27.0,76.52,44.14,65.46,72.19,24.07
2023,IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.56,28.0,63.79,60.19,64.99,61.6,22.01
2023,IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,58.34,29.0,70.44,41.13,74.27,57.03,43.22
2023,IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,58.03,30.0,80.97,38.23,73.08,64.85,11.7
2023,IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,57.3,31.0,66.29,61.47,58.28,59.42,13.75
2023,IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,57.26,32.0,70.07,59.84,59.12,40.2,24.51
2023,IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,56.49,33.0,62.63,42.48,79.3,66.35,24.73
2023,IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,56.21,34.0,74.05,44.14,69.08,57.96,11.4
2023,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,56.12,35.0,63.46,45.68,71.47,58.91,31.97
2023,IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,55.69,36.0,74.13,36.24,68.5,75.33,13.46
2023,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,55.6,37.0,65.7,51.26,66.89,59.56,11.7
2023,IR-E-U-0747,Chandigarh University,Mohali,Punjab,55.2,38.0,75.7,31.04,59.19,79.56,33.77
2023,IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,55.14,39.0,72.6,42.33,57.28,77.38,14.59
2023,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,55.07,40.0,60.85,54.59,69.77,53.35,11.4
2023,IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,55.03,41.0,56.93,51.4,72.25,56.15,24.73
2023,IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,55.03,41.0,65.12,47.03,72.77,53.4,14.88
2023,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,53.91,43.0,63.94,41.32,74.22,55.8,19.1
2023,IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,53.69,44.0,70.94,46.14,57.91,56.43,13.46
2023,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,52.88,45.0,67.69,41.08,66.94,53.21,15.43
2023,IR-E-U-0374,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Jalandhar,Punjab,52.85,46.0,67.98,36.76,60.85,67.76,24.73
2023,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,52.42,47.0,60.35,37.35,74.14,57.68,24.95
2023,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.04,48.0,73.07,24.43,63.41,61.72,39.39
2023,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,51.89,49.0,57.14,40.37,77.57,54.78,16.51
2023,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,51.47,50.0,59.64,49.52,49.19,63.51,25.39
2023,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,51.41,51.0,68.47,29.84,63.59,72.41,19.6
2023,IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,51.38,52.0,65.94,49.97,52.64,51.94,8.91
2023,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.68,53.0,67.76,37.01,59.56,51.4,22.01
2023,IR-E-U-0564,UPES,Dehradun,Uttarakhand,50.63,54.0,67.45,39.45,46.08,62.74,30.66
2023,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,50.33,55.0,56.57,40.6,65.0,58.36,23.4
2023,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,50.16,56.0,61.49,39.77,70.28,52.28,4.87
2023,IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,50.14,57.0,69.03,41.76,54.06,58.16,2.69
2023,IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,49.89,58.0,54.95,41.2,60.55,54.13,35.17
2023,IR-E-U-0844,"Indian Institute of Technology, Tirupati",Yerpedu,Andhra Pradesh,49.8,59.0,75.5,18.49,62.71,58.15,32.52
2023,IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,49.68,60.0,68.96,23.44,75.55,46.27,22.25
2023,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,49.62,61.0,65.74,35.65,54.01,62.25,21.78
2023,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,49.59,62.0,64.1,32.12,53.76,68.53,31.23
2023,IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,49.43,63.0,64.51,29.98,54.9,47.21,53.86
2023,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,49.3,64.0,71.38,46.01,34.86,69.33,1.94
2023,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,49.0,65.0,57.79,40.93,66.01,51.56,10.17
2023,IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.87,66.0,61.03,44.04,47.51,66.76,11.7
2023,IR-E-U-0906,Indian Institute of Technology Jammu,Jammu,Jammu and Kashmir,48.15,67.0,74.62,21.51,57.32,56.55,22.01
2023,IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,47.93,68.0,64.41,21.26,72.53,73.04,4.16
2023,IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,Kerala,47.86,69.0,71.97,17.51,61.18,65.98,21.78
2023,IR-E-U-0092,"National Institute of Technology, Raipur",Raipur,Chhattisgarh,47.69,70.0,55.59,40.36,64.35,55.81,4.51
2023,IR-E-U-0042,University of Hyderabad,Hyderabad,Telangana,47.51,71.0,59.36,45.92,54.33,43.21,7.27
2023,IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,47.27,72.0,67.55,31.37,57.65,55.41,5.22
2023,IR-E-C-41593,"College of Engineering, Pune",Pune,Maharashtra,46.89,73.0,65.5,22.62,66.89,51.62,19.1
2023,IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,46.58,74.0,67.24,20.86,63.07,58.61,16.78
2023,IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,46.57,75.0,51.99,36.68,69.89,47.33,12.59
2023,IR-E-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,46.39,76.0,58.57,33.3,61.23,63.5,2.32
2023,IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,46.03,77.0,63.67,24.55,64.1,49.95,17.57
2023,IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,45.99,78.0,65.79,22.31,61.93,55.66,15.97
2023,IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,45.97,79.0,76.68,12.55,68.5,54.57,0.4
2023,IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,45.9,80.0,54.03,32.76,65.79,60.68,6.26
2023,IR-E-U-0946,Indian Institute of Technology Bhilai,Raipur,Chhattisgarh,45.86,81.0,73.09,13.54,65.54,59.29,8.26
2023,IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,45.7,82.0,58.44,26.62,64.89,59.67,12.3
2023,IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,44.75,83.0,65.91,27.62,49.71,55.17,12.3
2023,IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,44.31,84.0,55.33,33.69,56.26,46.54,17.04
2023,IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,43.74,85.0,63.21,27.18,48.67,61.13,7.93
2023,IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,43.46,86.0,65.55,14.62,62.3,63.29,6.26
2023,IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,43.43,87.0,59.49,34.78,38.33,65.91,8.91
2023,IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,43.41,88.0,52.56,20.81,74.64,58.08,6.6
2023,IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,43.29,89.0,45.02,21.94,77.31,53.63,23.85
2023,IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,43.28,90.0,59.25,23.92,56.69,58.46,11.4
2023,IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,43.24,91.0,54.36,28.21,59.38,59.61,6.26
2023,IR-E-U-0373,Chitkara  University,Rajpura,Punjab,42.48,92.0,47.51,30.88,52.35,62.84,22.25
2023,IR-E-U-0899,Indian Institute Of Technology Dharwad,Dharwad,Karnataka,42.36,93.0,64.84,15.16,57.36,39.17,29.69
2023,IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,42.32,94.0,59.16,12.98,72.07,56.81,5.92
2023,IR-E-U-0613,National Institute of Technology Manipur,Imphal,Manipur,42.28,95.0,63.06,20.62,53.37,61.24,3.79
2023,IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,42.22,96.0,63.55,17.05,57.16,52.04,14.03
2023,IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM)",Jabalpur,Madhya Pradesh,42.14,97.0,44.65,30.48,68.44,56.03,3.06
2023,IR-E-C-19754,SR University,Warangal,Telangana,42.09,98.0,65.32,15.79,51.98,62.66,10.79
2023,IR-E-U-0155,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,41.99,99.0,64.15,21.73,45.29,63.74,7.93
2023,IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,41.93,100.0,69.79,5.7,58.27,69.95,6.26
2024,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.46,1.0,95.79,93.1,81.07,65.85,100.0
2024,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,86.66,2.0,85.71,92.2,84.52,65.39,98.53
2024,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,83.09,3.0,86.34,84.18,84.78,58.67,91.13
2024,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,82.79,4.0,94.25,74.08,89.05,60.62,84.19
2024,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,76.88,5.0,78.22,79.28,79.16,57.83,80.26
2024,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,76.0,6.0,77.72,74.7,87.35,62.2,65.79
2024,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,71.86,7.0,76.81,68.07,84.48,59.56,55.38
2024,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,71.55,8.0,88.73,57.5,77.88,55.7,65.31
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,66.88,9.0,69.69,57.02,78.69,63.12,68.07
2024,IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,66.69,10.0,66.26,60.16,84.78,57.89,60.05
2024,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,66.22,11.0,65.52,71.94,69.4,61.75,49.28
2024,IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,65.62,12.0,78.24,59.47,76.55,48.89,41.13
2024,IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,65.41,13.0,78.11,68.7,64.6,66.85,17.57
